,index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
11116,23165,NORDESTE,BAHIA,2.748,2012-04-25,2012
11117,23164,NORDESTE,ALAGOAS,2.789,2012-04-25,2012
11118,23163,CENTRO OESTE,MATO GROSSO DO SUL,2.689,2012-04-25,2012
11119,23162,CENTRO OESTE,MATO GROSSO,2.986,2012-04-25,2012
11120,23161,CENTRO OESTE,GOIAS,2.763,2012-04-25,2012
11121,23160,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-04-25,2012
11122,23166,NORDESTE,CEARA,2.717,2012-04-25,2012
11123,23196,NORDESTE,PERNAMBUCO,2.756,2012-05-02,2012
11124,23197,NORDESTE,PIAUI,2.574,2012-05-02,2012
11125,23198,NORDESTE,RIO GRANDE DO NORTE,2.704,2012-05-02,2012
11126,23199,NORDESTE,SERGIPE,2.719,2012-05-02,2012
11127,23200,NORTE,ACRE,3.129,2012-05-02,2012
11128,23201,NORTE,AMAPA,2.697,2012-05-02,2012
11129,23202,NORTE,AMAZONAS,2.887,2012-05-02,2012
11130,23203,NORTE,PARA,2.854,2012-05-02,2012
11131,23195,NORDESTE,PARAIBA,2.529,2012-05-02,2012
11132,23204,NORTE,RONDONIA,2.946,2012-05-02,2012
11133,23206,NORTE,TOCANTINS,2.909,2012-05-02,2012
11134,23207,SUDESTE,ESPIRITO SANTO,2.868,2012-05-02,2012
11135,23208,SUDESTE,MINAS GERAIS,2.816,2012-05-02,2012
11136,23209,SUDESTE,RIO DE JANEIRO,2.858,2012-05-02,2012
11137,23210,SUDESTE,SAO PAULO,2.636,2012-05-02,2012
11138,23211,SUL,PARANA,2.689,2012-05-02,2012
11139,23212,SUL,RIO GRANDE DO SUL,2.742,2012-05-02,2012
11140,23213,SUL,SANTA CATARINA,2.724,2012-05-02,2012
11141,23205,NORTE,RORAIMA,2.874,2012-05-02,2012
11142,23194,NORDESTE,MARANHAO,2.652,2012-05-02,2012
11143,23192,NORDESTE,BAHIA,2.766,2012-05-02,2012
11144,23193,NORDESTE,CEARA,2.724,2012-05-02,2012
11145,23187,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-05-02,2012
11146,23188,CENTRO OESTE,GOIAS,2.771,2012-05-02,2012
11147,23189,CENTRO OESTE,MATO GROSSO,2.978,2012-05-02,2012
11148,23190,CENTRO OESTE,MATO GROSSO DO SUL,2.682,2012-05-02,2012
11149,23191,NORDESTE,ALAGOAS,2.779,2012-05-02,2012
11150,23237,SUDESTE,SAO PAULO,2.629,2012-05-09,2012
11151,23238,SUL,PARANA,2.691,2012-05-09,2012
11152,23239,SUL,RIO GRANDE DO SUL,2.765,2012-05-09,2012
11153,23236,SUDESTE,RIO DE JANEIRO,2.856,2012-05-09,2012
11154,23235,SUDESTE,MINAS GERAIS,2.808,2012-05-09,2012
11155,23240,SUL,SANTA CATARINA,2.726,2012-05-09,2012
11156,23224,NORDESTE,PIAUI,2.578,2012-05-09,2012
11157,23218,NORDESTE,ALAGOAS,2.718,2012-05-09,2012
11158,23219,NORDESTE,BAHIA,2.739,2012-05-09,2012
11159,23220,NORDESTE,CEARA,2.725,2012-05-09,2012
11160,23221,NORDESTE,MARANHAO,2.683,2012-05-09,2012
11161,23222,NORDESTE,PARAIBA,2.531,2012-05-09,2012
11162,23223,NORDESTE,PERNAMBUCO,2.758,2012-05-09,2012
11163,23225,NORDESTE,RIO GRANDE DO NORTE,2.703,2012-05-09,2012
11164,23226,NORDESTE,SERGIPE,2.717,2012-05-09,2012
11165,23227,NORTE,ACRE,3.123,2012-05-09,2012
11166,23228,NORTE,AMAPA,2.698,2012-05-09,2012
11167,23229,NORTE,AMAZONAS,2.89,2012-05-09,2012
11168,23215,CENTRO OESTE,GOIAS,2.76,2012-05-09,2012
11169,23217,CENTRO OESTE,MATO GROSSO DO SUL,2.687,2012-05-09,2012
11170,23214,CENTRO OESTE,DISTRITO FEDERAL,2.844,2012-05-09,2012
11171,23233,NORTE,TOCANTINS,2.91,2012-05-09,2012
11172,23234,SUDESTE,ESPIRITO SANTO,2.842,2012-05-09,2012
11173,23216,CENTRO OESTE,MATO GROSSO,2.94,2012-05-09,2012
11174,23231,NORTE,RONDONIA,2.949,2012-05-09,2012
11175,23230,NORTE,PARA,2.852,2012-05-09,2012
11176,23232,NORTE,RORAIMA,2.878,2012-05-09,2012
11177,23250,NORDESTE,PERNAMBUCO,2.75,2012-05-16,2012
11178,23251,NORDESTE,PIAUI,2.582,2012-05-16,2012
11179,23252,NORDESTE,RIO GRANDE DO NORTE,2.721,2012-05-16,2012
11180,23253,NORDESTE,SERGIPE,2.73,2012-05-16,2012
11181,23254,NORTE,ACRE,3.125,2012-05-16,2012
11182,23255,NORTE,AMAPA,2.693,2012-05-16,2012
11183,23256,NORTE,AMAZONAS,2.889,2012-05-16,2012
11184,23257,NORTE,PARA,2.848,2012-05-16,2012
11185,23258,NORTE,RONDONIA,2.946,2012-05-16,2012
11186,23259,NORTE,RORAIMA,2.873,2012-05-16,2012
11187,23249,NORDESTE,PARAIBA,2.53,2012-05-16,2012
11188,23260,NORTE,TOCANTINS,2.91,2012-05-16,2012
11189,23262,SUDESTE,MINAS GERAIS,2.806,2012-05-16,2012
11190,23263,SUDESTE,RIO DE JANEIRO,2.852,2012-05-16,2012
11191,23264,SUDESTE,SAO PAULO,2.651,2012-05-16,2012
11192,23265,SUL,PARANA,2.675,2012-05-16,2012
11193,23266,SUL,RIO GRANDE DO SUL,2.768,2012-05-16,2012
11194,23267,SUL,SANTA CATARINA,2.719,2012-05-16,2012
11195,23261,SUDESTE,ESPIRITO SANTO,2.869,2012-05-16,2012
11196,23248,NORDESTE,MARANHAO,2.687,2012-05-16,2012
11197,23247,NORDESTE,CEARA,2.701,2012-05-16,2012
11198,23246,NORDESTE,BAHIA,2.757,2012-05-16,2012
11199,23241,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-05-16,2012
11200,23242,CENTRO OESTE,GOIAS,2.763,2012-05-16,2012
11201,23243,CENTRO OESTE,MATO GROSSO,2.939,2012-05-16,2012
11202,23244,CENTRO OESTE,MATO GROSSO DO SUL,2.693,2012-05-16,2012
11203,23245,NORDESTE,ALAGOAS,2.761,2012-05-16,2012
11204,23287,NORTE,TOCANTINS,2.911,2012-05-23,2012
11205,23286,NORTE,RORAIMA,2.879,2012-05-23,2012
11206,23285,NORTE,RONDONIA,2.949,2012-05-23,2012
11207,23288,SUDESTE,ESPIRITO SANTO,2.868,2012-05-23,2012
11208,23284,NORTE,PARA,2.842,2012-05-23,2012
11209,23282,NORTE,AMAPA,2.696,2012-05-23,2012
11210,23281,NORTE,ACRE,3.122,2012-05-23,2012
11211,23280,NORDESTE,SERGIPE,2.73,2012-05-23,2012
11212,23279,NORDESTE,RIO GRANDE DO NORTE,2.71,2012-05-23,2012
11213,23278,NORDESTE,PIAUI,2.591,2012-05-23,2012
11214,23277,NORDESTE,PERNAMBUCO,2.748,2012-05-23,2012
11215,23276,NORDESTE,PARAIBA,2.535,2012-05-23,2012
11216,23283,NORTE,AMAZONAS,2.883,2012-05-23,2012
11217,23289,SUDESTE,MINAS GERAIS,2.803,2012-05-23,2012
11218,23291,SUDESTE,SAO PAULO,2.633,2012-05-23,2012
11219,23275,NORDESTE,MARANHAO,2.685,2012-05-23,2012
11220,23292,SUL,PARANA,2.667,2012-05-23,2012
11221,23293,SUL,RIO GRANDE DO SUL,2.756,2012-05-23,2012
11222,23294,SUL,SANTA CATARINA,2.721,2012-05-23,2012
11223,23290,SUDESTE,RIO DE JANEIRO,2.861,2012-05-23,2012
11224,23274,NORDESTE,CEARA,2.657,2012-05-23,2012
11225,23272,NORDESTE,ALAGOAS,2.719,2012-05-23,2012
11226,23273,NORDESTE,BAHIA,2.736,2012-05-23,2012
11227,23271,CENTRO OESTE,MATO GROSSO DO SUL,2.803,2012-05-23,2012
11228,23270,CENTRO OESTE,MATO GROSSO,2.932,2012-05-23,2012
11229,23269,CENTRO OESTE,GOIAS,2.749,2012-05-23,2012
11230,23268,CENTRO OESTE,DISTRITO FEDERAL,2.847,2012-05-23,2012
11231,23308,NORTE,ACRE,3.133,2012-05-30,2012
11232,23306,NORDESTE,RIO GRANDE DO NORTE,2.723,2012-05-30,2012
11233,23307,NORDESTE,SERGIPE,2.764,2012-05-30,2012
11234,23303,NORDESTE,PARAIBA,2.625,2012-05-30,2012
11235,23305,NORDESTE,PIAUI,2.575,2012-05-30,2012
11236,23304,NORDESTE,PERNAMBUCO,2.75,2012-05-30,2012
11237,23302,NORDESTE,MARANHAO,2.672,2012-05-30,2012
11238,23295,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-05-30,2012
11239,23300,NORDESTE,BAHIA,2.744,2012-05-30,2012
11240,23299,NORDESTE,ALAGOAS,2.706,2012-05-30,2012
11241,23298,CENTRO OESTE,MATO GROSSO DO SUL,2.82,2012-05-30,2012
11242,23297,CENTRO OESTE,MATO GROSSO,2.923,2012-05-30,2012
11243,23296,CENTRO OESTE,GOIAS,2.748,2012-05-30,2012
11244,23309,NORTE,AMAPA,2.699,2012-05-30,2012
11245,23301,NORDESTE,CEARA,2.68,2012-05-30,2012
11246,23310,NORTE,AMAZONAS,2.893,2012-05-30,2012
11247,23312,NORTE,RONDONIA,2.945,2012-05-30,2012
11248,23311,NORTE,PARA,2.852,2012-05-30,2012
11249,23313,NORTE,RORAIMA,2.876,2012-05-30,2012
11250,23314,NORTE,TOCANTINS,2.91,2012-05-30,2012
11251,23315,SUDESTE,ESPIRITO SANTO,2.87,2012-05-30,2012
11252,23316,SUDESTE,MINAS GERAIS,2.801,2012-05-30,2012
11253,23317,SUDESTE,RIO DE JANEIRO,2.856,2012-05-30,2012
11254,23318,SUDESTE,SAO PAULO,2.645,2012-05-30,2012
11255,23319,SUL,PARANA,2.666,2012-05-30,2012
11256,23320,SUL,RIO GRANDE DO SUL,2.731,2012-05-30,2012
11257,23321,SUL,SANTA CATARINA,2.688,2012-05-30,2012
11258,23336,NORTE,AMAPA,2.7,2012-06-06,2012
11259,23338,NORTE,PARA,2.849,2012-06-06,2012
11260,23339,NORTE,RONDONIA,2.947,2012-06-06,2012
11261,23340,NORTE,RORAIMA,2.873,2012-06-06,2012
11262,23341,NORTE,TOCANTINS,2.911,2012-06-06,2012
11263,23342,SUDESTE,ESPIRITO SANTO,2.849,2012-06-06,2012
11264,23343,SUDESTE,MINAS GERAIS,2.801,2012-06-06,2012
11265,23344,SUDESTE,RIO DE JANEIRO,2.858,2012-06-06,2012
11266,23345,SUDESTE,SAO PAULO,2.635,2012-06-06,2012
11267,23346,SUL,PARANA,2.656,2012-06-06,2012
11268,23347,SUL,RIO GRANDE DO SUL,2.733,2012-06-06,2012
11269,23348,SUL,SANTA CATARINA,2.723,2012-06-06,2012
11270,23337,NORTE,AMAZONAS,2.891,2012-06-06,2012
11271,23334,NORDESTE,SERGIPE,2.764,2012-06-06,2012
11272,23335,NORTE,ACRE,3.123,2012-06-06,2012
11273,23322,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-06-06,2012
11274,23323,CENTRO OESTE,GOIAS,2.745,2012-06-06,2012
11275,23324,CENTRO OESTE,MATO GROSSO,2.978,2012-06-06,2012
11276,23325,CENTRO OESTE,MATO GROSSO DO SUL,2.788,2012-06-06,2012
11277,23326,NORDESTE,ALAGOAS,2.738,2012-06-06,2012
11278,23327,NORDESTE,BAHIA,2.714,2012-06-06,2012
11279,23328,NORDESTE,CEARA,2.651,2012-06-06,2012
11280,23329,NORDESTE,MARANHAO,2.673,2012-06-06,2012
11281,23330,NORDESTE,PARAIBA,2.645,2012-06-06,2012
11282,23331,NORDESTE,PERNAMBUCO,2.757,2012-06-06,2012
11283,23332,NORDESTE,PIAUI,2.57,2012-06-06,2012
11284,23333,NORDESTE,RIO GRANDE DO NORTE,2.705,2012-06-06,2012
11285,23359,NORDESTE,PIAUI,2.571,2012-06-13,2012
11286,23358,NORDESTE,PERNAMBUCO,2.75,2012-06-13,2012
11287,23357,NORDESTE,PARAIBA,2.645,2012-06-13,2012
11288,23356,NORDESTE,MARANHAO,2.677,2012-06-13,2012
11289,23355,NORDESTE,CEARA,2.645,2012-06-13,2012
11290,23354,NORDESTE,BAHIA,2.725,2012-06-13,2012
11291,23353,NORDESTE,ALAGOAS,2.749,2012-06-13,2012
11292,23352,CENTRO OESTE,MATO GROSSO DO SUL,2.782,2012-06-13,2012
11293,23351,CENTRO OESTE,MATO GROSSO,2.96,2012-06-13,2012
11294,23349,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-06-13,2012
11295,23360,NORDESTE,RIO GRANDE DO NORTE,2.717,2012-06-13,2012
11296,23361,NORDESTE,SERGIPE,2.773,2012-06-13,2012
11297,23363,NORTE,AMAPA,2.693,2012-06-13,2012
11298,23375,SUL,SANTA CATARINA,2.725,2012-06-13,2012
11299,23374,SUL,RIO GRANDE DO SUL,2.747,2012-06-13,2012
11300,23373,SUL,PARANA,2.664,2012-06-13,2012
11301,23372,SUDESTE,SAO PAULO,2.64,2012-06-13,2012
11302,23371,SUDESTE,RIO DE JANEIRO,2.849,2012-06-13,2012
11303,23370,SUDESTE,MINAS GERAIS,2.804,2012-06-13,2012
11304,23369,SUDESTE,ESPIRITO SANTO,2.841,2012-06-13,2012
11305,23368,NORTE,TOCANTINS,2.912,2012-06-13,2012
11306,23367,NORTE,RORAIMA,2.878,2012-06-13,2012
11307,23366,NORTE,RONDONIA,2.937,2012-06-13,2012
11308,23365,NORTE,PARA,2.851,2012-06-13,2012
11309,23364,NORTE,AMAZONAS,2.884,2012-06-13,2012
11310,23362,NORTE,ACRE,3.131,2012-06-13,2012
11311,23350,CENTRO OESTE,GOIAS,2.746,2012-06-13,2012
11312,23399,SUDESTE,SAO PAULO,2.63,2012-06-20,2012
11313,23400,SUL,PARANA,2.664,2012-06-20,2012
11314,23386,NORDESTE,PIAUI,2.565,2012-06-20,2012
11315,23396,SUDESTE,ESPIRITO SANTO,2.828,2012-06-20,2012
11316,23395,NORTE,TOCANTINS,2.911,2012-06-20,2012
11317,23394,NORTE,RORAIMA,2.877,2012-06-20,2012
11318,23393,NORTE,RONDONIA,2.949,2012-06-20,2012
11319,23392,NORTE,PARA,2.849,2012-06-20,2012
11320,23391,NORTE,AMAZONAS,2.893,2012-06-20,2012
11321,23390,NORTE,AMAPA,2.697,2012-06-20,2012
11322,23389,NORTE,ACRE,3.126,2012-06-20,2012
11323,23388,NORDESTE,SERGIPE,2.762,2012-06-20,2012
11324,23387,NORDESTE,RIO GRANDE DO NORTE,2.706,2012-06-20,2012
11325,23397,SUDESTE,MINAS GERAIS,2.816,2012-06-20,2012
11326,23385,NORDESTE,PERNAMBUCO,2.748,2012-06-20,2012
11327,23383,NORDESTE,MARANHAO,2.674,2012-06-20,2012
11328,23382,NORDESTE,CEARA,2.617,2012-06-20,2012
11329,23381,NORDESTE,BAHIA,2.674,2012-06-20,2012
11330,23380,NORDESTE,ALAGOAS,2.718,2012-06-20,2012
11331,23379,CENTRO OESTE,MATO GROSSO DO SUL,2.801,2012-06-20,2012
11332,23378,CENTRO OESTE,MATO GROSSO,2.971,2012-06-20,2012
11333,23377,CENTRO OESTE,GOIAS,2.742,2012-06-20,2012
11334,23376,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-06-20,2012
11335,23384,NORDESTE,PARAIBA,2.647,2012-06-20,2012
11336,23398,SUDESTE,RIO DE JANEIRO,2.855,2012-06-20,2012
11337,23401,SUL,RIO GRANDE DO SUL,2.738,2012-06-20,2012
11338,23402,SUL,SANTA CATARINA,2.723,2012-06-20,2012
11339,23429,SUL,SANTA CATARINA,2.697,2012-06-27,2012
11340,23428,SUL,RIO GRANDE DO SUL,2.74,2012-06-27,2012
11341,23403,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-06-27,2012
11342,23404,CENTRO OESTE,GOIAS,2.733,2012-06-27,2012
11343,23405,CENTRO OESTE,MATO GROSSO,2.974,2012-06-27,2012
11344,23406,CENTRO OESTE,MATO GROSSO DO SUL,2.82,2012-06-27,2012
11345,23407,NORDESTE,ALAGOAS,2.739,2012-06-27,2012
11346,23408,NORDESTE,BAHIA,2.642,2012-06-27,2012
11347,23409,NORDESTE,CEARA,2.626,2012-06-27,2012
11348,23410,NORDESTE,MARANHAO,2.665,2012-06-27,2012
11349,23411,NORDESTE,PARAIBA,2.645,2012-06-27,2012
11350,23412,NORDESTE,PERNAMBUCO,2.746,2012-06-27,2012
11351,23413,NORDESTE,PIAUI,2.564,2012-06-27,2012
11352,23414,NORDESTE,RIO GRANDE DO NORTE,2.724,2012-06-27,2012
11353,23415,NORDESTE,SERGIPE,2.769,2012-06-27,2012
11354,23416,NORTE,ACRE,3.129,2012-06-27,2012
11355,23417,NORTE,AMAPA,2.688,2012-06-27,2012
11356,23418,NORTE,AMAZONAS,2.886,2012-06-27,2012
11357,23419,NORTE,PARA,2.843,2012-06-27,2012
11358,23420,NORTE,RONDONIA,2.949,2012-06-27,2012
11359,23421,NORTE,RORAIMA,2.875,2012-06-27,2012
11360,23422,NORTE,TOCANTINS,2.911,2012-06-27,2012
11361,23423,SUDESTE,ESPIRITO SANTO,2.824,2012-06-27,2012
11362,23424,SUDESTE,MINAS GERAIS,2.805,2012-06-27,2012
11363,23425,SUDESTE,RIO DE JANEIRO,2.855,2012-06-27,2012
11364,23426,SUDESTE,SAO PAULO,2.637,2012-06-27,2012
11365,23427,SUL,PARANA,2.645,2012-06-27,2012
11366,23431,CENTRO OESTE,GOIAS,2.739,2012-07-04,2012
11367,23430,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-07-04,2012
11368,23432,CENTRO OESTE,MATO GROSSO,2.977,2012-07-04,2012
11369,23433,CENTRO OESTE,MATO GROSSO DO SUL,2.831,2012-07-04,2012
11370,23435,NORDESTE,BAHIA,2.65,2012-07-04,2012
11371,23434,NORDESTE,ALAGOAS,2.741,2012-07-04,2012
11372,23436,NORDESTE,CEARA,2.63,2012-07-04,2012
11373,23437,NORDESTE,MARANHAO,2.66,2012-07-04,2012
11374,23438,NORDESTE,PARAIBA,2.647,2012-07-04,2012
11375,23439,NORDESTE,PERNAMBUCO,2.749,2012-07-04,2012
11376,23440,NORDESTE,PIAUI,2.558,2012-07-04,2012
11377,23441,NORDESTE,RIO GRANDE DO NORTE,2.7,2012-07-04,2012
11378,23442,NORDESTE,SERGIPE,2.76,2012-07-04,2012
11379,23443,NORTE,ACRE,3.127,2012-07-04,2012
11380,23444,NORTE,AMAPA,2.697,2012-07-04,2012
11381,23445,NORTE,AMAZONAS,2.89,2012-07-04,2012
11382,23446,NORTE,PARA,2.845,2012-07-04,2012
11383,23447,NORTE,RONDONIA,2.947,2012-07-04,2012
11384,23449,NORTE,TOCANTINS,2.911,2012-07-04,2012
11385,23448,NORTE,RORAIMA,2.875,2012-07-04,2012
11386,23456,SUL,SANTA CATARINA,2.707,2012-07-04,2012
11387,23454,SUL,PARANA,2.65,2012-07-04,2012
11388,23453,SUDESTE,SAO PAULO,2.624,2012-07-04,2012
11389,23450,SUDESTE,ESPIRITO SANTO,2.824,2012-07-04,2012
11390,23451,SUDESTE,MINAS GERAIS,2.806,2012-07-04,2012
11391,23452,SUDESTE,RIO DE JANEIRO,2.851,2012-07-04,2012
11392,23455,SUL,RIO GRANDE DO SUL,2.762,2012-07-04,2012
11393,23478,SUDESTE,MINAS GERAIS,2.798,2012-07-11,2012
11394,23457,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-07-11,2012
11395,23458,CENTRO OESTE,GOIAS,2.749,2012-07-11,2012
11396,23459,CENTRO OESTE,MATO GROSSO,2.971,2012-07-11,2012
11397,23460,CENTRO OESTE,MATO GROSSO DO SUL,2.841,2012-07-11,2012
11398,23461,NORDESTE,ALAGOAS,2.749,2012-07-11,2012
11399,23463,NORDESTE,CEARA,2.616,2012-07-11,2012
11400,23464,NORDESTE,MARANHAO,2.657,2012-07-11,2012
11401,23465,NORDESTE,PARAIBA,2.608,2012-07-11,2012
11402,23466,NORDESTE,PERNAMBUCO,2.74,2012-07-11,2012
11403,23467,NORDESTE,PIAUI,2.566,2012-07-11,2012
11404,23468,NORDESTE,RIO GRANDE DO NORTE,2.689,2012-07-11,2012
11405,23469,NORDESTE,SERGIPE,2.758,2012-07-11,2012
11406,23462,NORDESTE,BAHIA,2.648,2012-07-11,2012
11407,23470,NORTE,ACRE,3.133,2012-07-11,2012
11408,23471,NORTE,AMAPA,2.693,2012-07-11,2012
11409,23473,NORTE,PARA,2.842,2012-07-11,2012
11410,23476,NORTE,TOCANTINS,2.91,2012-07-11,2012
11411,23477,SUDESTE,ESPIRITO SANTO,2.853,2012-07-11,2012
11412,23479,SUDESTE,RIO DE JANEIRO,2.848,2012-07-11,2012
11413,23480,SUDESTE,SAO PAULO,2.636,2012-07-11,2012
11414,23481,SUL,PARANA,2.656,2012-07-11,2012
11415,23482,SUL,RIO GRANDE DO SUL,2.76,2012-07-11,2012
11416,23483,SUL,SANTA CATARINA,2.721,2012-07-11,2012
11417,23472,NORTE,AMAZONAS,2.891,2012-07-11,2012
11418,23474,NORTE,RONDONIA,2.946,2012-07-11,2012
11419,23475,NORTE,RORAIMA,2.876,2012-07-11,2012
11420,23491,NORDESTE,MARANHAO,2.666,2012-07-18,2012
11421,23494,NORDESTE,PIAUI,2.557,2012-07-18,2012
11422,23495,NORDESTE,RIO GRANDE DO NORTE,2.694,2012-07-18,2012
11423,23496,NORDESTE,SERGIPE,2.76,2012-07-18,2012
11424,23497,NORTE,ACRE,3.127,2012-07-18,2012
11425,23498,NORTE,AMAPA,2.698,2012-07-18,2012
11426,23500,NORTE,PARA,2.84,2012-07-18,2012
11427,23501,NORTE,RONDONIA,2.949,2012-07-18,2012
11428,23502,NORTE,RORAIMA,2.874,2012-07-18,2012
11429,23503,NORTE,TOCANTINS,2.909,2012-07-18,2012
11430,23504,SUDESTE,ESPIRITO SANTO,2.886,2012-07-18,2012
11431,23505,SUDESTE,MINAS GERAIS,2.812,2012-07-18,2012
11432,23506,SUDESTE,RIO DE JANEIRO,2.856,2012-07-18,2012
11433,23507,SUDESTE,SAO PAULO,2.632,2012-07-18,2012
11434,23508,SUL,PARANA,2.648,2012-07-18,2012
11435,23499,NORTE,AMAZONAS,2.883,2012-07-18,2012
11436,23492,NORDESTE,PARAIBA,2.605,2012-07-18,2012
11437,23490,NORDESTE,CEARA,2.693,2012-07-18,2012
11438,23489,NORDESTE,BAHIA,2.655,2012-07-18,2012
11439,23488,NORDESTE,ALAGOAS,2.767,2012-07-18,2012
11440,23487,CENTRO OESTE,MATO GROSSO DO SUL,2.821,2012-07-18,2012
11441,23486,CENTRO OESTE,MATO GROSSO,2.976,2012-07-18,2012
11442,23485,CENTRO OESTE,GOIAS,2.742,2012-07-18,2012
11443,23484,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-07-18,2012
11444,23493,NORDESTE,PERNAMBUCO,2.744,2012-07-18,2012
11445,23509,SUL,RIO GRANDE DO SUL,2.765,2012-07-18,2012
11446,23510,SUL,SANTA CATARINA,2.711,2012-07-18,2012
11447,23511,CENTRO OESTE,DISTRITO FEDERAL,2.831,2012-07-25,2012
11448,23513,CENTRO OESTE,MATO GROSSO,2.981,2012-07-25,2012
11449,23537,SUL,SANTA CATARINA,2.716,2012-07-25,2012
11450,23536,SUL,RIO GRANDE DO SUL,2.762,2012-07-25,2012
11451,23535,SUL,PARANA,2.65,2012-07-25,2012
11452,23534,SUDESTE,SAO PAULO,2.63,2012-07-25,2012
11453,23533,SUDESTE,RIO DE JANEIRO,2.853,2012-07-25,2012
11454,23532,SUDESTE,MINAS GERAIS,2.799,2012-07-25,2012
11455,23531,SUDESTE,ESPIRITO SANTO,2.845,2012-07-25,2012
11456,23530,NORTE,TOCANTINS,2.909,2012-07-25,2012
11457,23529,NORTE,RORAIMA,2.874,2012-07-25,2012
11458,23528,NORTE,RONDONIA,2.937,2012-07-25,2012
11459,23527,NORTE,PARA,2.845,2012-07-25,2012
11460,23512,CENTRO OESTE,GOIAS,2.744,2012-07-25,2012
11461,23526,NORTE,AMAZONAS,2.893,2012-07-25,2012
11462,23524,NORTE,ACRE,3.129,2012-07-25,2012
11463,23523,NORDESTE,SERGIPE,2.762,2012-07-25,2012
11464,23522,NORDESTE,RIO GRANDE DO NORTE,2.676,2012-07-25,2012
11465,23521,NORDESTE,PIAUI,2.562,2012-07-25,2012
11466,23520,NORDESTE,PERNAMBUCO,2.742,2012-07-25,2012
11467,23519,NORDESTE,PARAIBA,2.562,2012-07-25,2012
11468,23518,NORDESTE,MARANHAO,2.691,2012-07-25,2012
11469,23517,NORDESTE,CEARA,2.706,2012-07-25,2012
11470,23516,NORDESTE,BAHIA,2.639,2012-07-25,2012
11471,23515,NORDESTE,ALAGOAS,2.777,2012-07-25,2012
11472,23514,CENTRO OESTE,MATO GROSSO DO SUL,2.827,2012-07-25,2012
11473,23525,NORTE,AMAPA,2.693,2012-07-25,2012
11474,23557,NORTE,TOCANTINS,2.91,2012-08-01,2012
11475,23556,NORTE,RORAIMA,2.872,2012-08-01,2012
11476,23564,SUL,SANTA CATARINA,2.712,2012-08-01,2012
11477,23543,NORDESTE,BAHIA,2.629,2012-08-01,2012
11478,23544,NORDESTE,CEARA,2.721,2012-08-01,2012
11479,23545,NORDESTE,MARANHAO,2.669,2012-08-01,2012
11480,23546,NORDESTE,PARAIBA,2.564,2012-08-01,2012
11481,23547,NORDESTE,PERNAMBUCO,2.753,2012-08-01,2012
11482,23548,NORDESTE,PIAUI,2.566,2012-08-01,2012
11483,23542,NORDESTE,ALAGOAS,2.749,2012-08-01,2012
11484,23549,NORDESTE,RIO GRANDE DO NORTE,2.667,2012-08-01,2012
11485,23551,NORTE,ACRE,3.126,2012-08-01,2012
11486,23552,NORTE,AMAPA,2.699,2012-08-01,2012
11487,23553,NORTE,AMAZONAS,2.892,2012-08-01,2012
11488,23554,NORTE,PARA,2.839,2012-08-01,2012
11489,23555,NORTE,RONDONIA,2.95,2012-08-01,2012
11490,23541,CENTRO OESTE,MATO GROSSO DO SUL,2.838,2012-08-01,2012
11491,23550,NORDESTE,SERGIPE,2.763,2012-08-01,2012
11492,23539,CENTRO OESTE,GOIAS,2.739,2012-08-01,2012
11493,23540,CENTRO OESTE,MATO GROSSO,2.984,2012-08-01,2012
11494,23563,SUL,RIO GRANDE DO SUL,2.758,2012-08-01,2012
11495,23561,SUDESTE,SAO PAULO,2.61,2012-08-01,2012
11496,23560,SUDESTE,RIO DE JANEIRO,2.85,2012-08-01,2012
11497,23559,SUDESTE,MINAS GERAIS,2.801,2012-08-01,2012
11498,23558,SUDESTE,ESPIRITO SANTO,2.894,2012-08-01,2012
11499,23538,CENTRO OESTE,DISTRITO FEDERAL,2.829,2012-08-01,2012
11500,23562,SUL,PARANA,2.646,2012-08-01,2012
11501,23591,SUL,SANTA CATARINA,2.724,2012-08-08,2012
11502,23590,SUL,RIO GRANDE DO SUL,2.752,2012-08-08,2012
11503,23589,SUL,PARANA,2.647,2012-08-08,2012
11504,23588,SUDESTE,SAO PAULO,2.628,2012-08-08,2012
11505,23586,SUDESTE,MINAS GERAIS,2.798,2012-08-08,2012
11506,23565,CENTRO OESTE,DISTRITO FEDERAL,2.83,2012-08-08,2012
11507,23566,CENTRO OESTE,GOIAS,2.735,2012-08-08,2012
11508,23567,CENTRO OESTE,MATO GROSSO,2.975,2012-08-08,2012
11509,23568,CENTRO OESTE,MATO GROSSO DO SUL,2.829,2012-08-08,2012
11510,23569,NORDESTE,ALAGOAS,2.755,2012-08-08,2012
11511,23570,NORDESTE,BAHIA,2.635,2012-08-08,2012
11512,23571,NORDESTE,CEARA,2.714,2012-08-08,2012
