,index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
0,12090,SUL,SANTA CATARINA,2.07,2004-05-12,2004
1,12089,SUL,RIO GRANDE DO SUL,2.135,2004-05-12,2004
2,12088,SUL,PARANA,1.966,2004-05-12,2004
3,12086,SUDESTE,RIO DE JANEIRO,2.045,2004-05-12,2004
4,12066,CENTRO OESTE,MATO GROSSO,2.358,2004-05-12,2004
5,12067,CENTRO OESTE,MATO GROSSO DO SUL,2.12,2004-05-12,2004
6,12068,NORDESTE,ALAGOAS,2.09,2004-05-12,2004
7,12069,NORDESTE,BAHIA,2.04,2004-05-12,2004
8,12070,NORDESTE,CEARA,2.148,2004-05-12,2004
9,12071,NORDESTE,MARANHAO,2.089,2004-05-12,2004
10,12072,NORDESTE,PARAIBA,1.989,2004-05-12,2004
11,12073,NORDESTE,PERNAMBUCO,2.008,2004-05-12,2004
12,12074,NORDESTE,PIAUI,2.099,2004-05-12,2004
13,12087,SUDESTE,SAO PAULO,1.891,2004-05-12,2004
14,12075,NORDESTE,RIO GRANDE DO NORTE,1.98,2004-05-12,2004
15,12077,NORTE,ACRE,2.388,2004-05-12,2004
16,12078,NORTE,AMAPA,2.175,2004-05-12,2004
17,12079,NORTE,AMAZONAS,2.044,2004-05-12,2004
18,12080,NORTE,PARA,2.332,2004-05-12,2004
19,12081,NORTE,RONDONIA,2.336,2004-05-12,2004
20,12082,NORTE,RORAIMA,1.995,2004-05-12,2004
21,12083,NORTE,TOCANTINS,2.089,2004-05-12,2004
22,12084,SUDESTE,ESPIRITO SANTO,2.026,2004-05-12,2004
23,12085,SUDESTE,MINAS GERAIS,1.981,2004-05-12,2004
24,12076,NORDESTE,SERGIPE,1.968,2004-05-12,2004
25,12065,CENTRO OESTE,GOIAS,2.025,2004-05-12,2004
26,12064,CENTRO OESTE,DISTRITO FEDERAL,2.029,2004-05-12,2004
27,12091,CENTRO OESTE,DISTRITO FEDERAL,2.025,2004-05-19,2004
28,12092,CENTRO OESTE,GOIAS,2.027,2004-05-19,2004
29,12093,CENTRO OESTE,MATO GROSSO,2.354,2004-05-19,2004
30,12094,CENTRO OESTE,MATO GROSSO DO SUL,2.114,2004-05-19,2004
31,12095,NORDESTE,ALAGOAS,2.089,2004-05-19,2004
32,12096,NORDESTE,BAHIA,2.045,2004-05-19,2004
33,12097,NORDESTE,CEARA,2.147,2004-05-19,2004
34,12098,NORDESTE,MARANHAO,2.07,2004-05-19,2004
35,12099,NORDESTE,PARAIBA,1.987,2004-05-19,2004
36,12100,NORDESTE,PERNAMBUCO,2.012,2004-05-19,2004
37,12101,NORDESTE,PIAUI,2.099,2004-05-19,2004
38,12102,NORDESTE,RIO GRANDE DO NORTE,1.97,2004-05-19,2004
39,12103,NORDESTE,SERGIPE,1.969,2004-05-19,2004
40,12105,NORTE,AMAPA,2.235,2004-05-19,2004
41,12106,NORTE,AMAZONAS,2.042,2004-05-19,2004
42,12107,NORTE,PARA,2.329,2004-05-19,2004
43,12108,NORTE,RONDONIA,2.326,2004-05-19,2004
44,12109,NORTE,RORAIMA,1.995,2004-05-19,2004
45,12110,NORTE,TOCANTINS,2.091,2004-05-19,2004
46,12111,SUDESTE,ESPIRITO SANTO,2.014,2004-05-19,2004
47,12112,SUDESTE,MINAS GERAIS,1.978,2004-05-19,2004
48,12113,SUDESTE,RIO DE JANEIRO,2.04,2004-05-19,2004
49,12114,SUDESTE,SAO PAULO,1.888,2004-05-19,2004
50,12115,SUL,PARANA,1.961,2004-05-19,2004
51,12116,SUL,RIO GRANDE DO SUL,2.136,2004-05-19,2004
52,12117,SUL,SANTA CATARINA,2.067,2004-05-19,2004
53,12104,NORTE,ACRE,2.438,2004-05-19,2004
54,12118,CENTRO OESTE,DISTRITO FEDERAL,2.024,2004-05-26,2004
55,12119,CENTRO OESTE,GOIAS,2.028,2004-05-26,2004
56,12120,CENTRO OESTE,MATO GROSSO,2.36,2004-05-26,2004
57,12122,NORDESTE,ALAGOAS,2.089,2004-05-26,2004
58,12123,NORDESTE,BAHIA,2.045,2004-05-26,2004
59,12124,NORDESTE,CEARA,2.147,2004-05-26,2004
60,12125,NORDESTE,MARANHAO,2.067,2004-05-26,2004
61,12126,NORDESTE,PARAIBA,1.99,2004-05-26,2004
62,12121,CENTRO OESTE,MATO GROSSO DO SUL,2.114,2004-05-26,2004
63,12127,NORDESTE,PERNAMBUCO,1.967,2004-05-26,2004
64,12128,NORDESTE,PIAUI,2.099,2004-05-26,2004
65,12129,NORDESTE,RIO GRANDE DO NORTE,1.969,2004-05-26,2004
66,12130,NORDESTE,SERGIPE,1.967,2004-05-26,2004
67,12143,SUL,RIO GRANDE DO SUL,2.133,2004-05-26,2004
68,12142,SUL,PARANA,1.963,2004-05-26,2004
69,12141,SUDESTE,SAO PAULO,1.894,2004-05-26,2004
70,12140,SUDESTE,RIO DE JANEIRO,2.042,2004-05-26,2004
71,12139,SUDESTE,MINAS GERAIS,1.98,2004-05-26,2004
72,12138,SUDESTE,ESPIRITO SANTO,2.019,2004-05-26,2004
73,12137,NORTE,TOCANTINS,2.101,2004-05-26,2004
74,12136,NORTE,RORAIMA,1.995,2004-05-26,2004
75,12135,NORTE,RONDONIA,2.339,2004-05-26,2004
76,12134,NORTE,PARA,2.328,2004-05-26,2004
77,12133,NORTE,AMAZONAS,2.05,2004-05-26,2004
78,12132,NORTE,AMAPA,2.235,2004-05-26,2004
79,12131,NORTE,ACRE,2.438,2004-05-26,2004
80,12144,SUL,SANTA CATARINA,2.065,2004-05-26,2004
81,12146,CENTRO OESTE,GOIAS,2.033,2004-06-02,2004
82,12145,CENTRO OESTE,DISTRITO FEDERAL,2.059,2004-06-02,2004
83,12147,CENTRO OESTE,MATO GROSSO,2.365,2004-06-02,2004
84,12148,CENTRO OESTE,MATO GROSSO DO SUL,2.129,2004-06-02,2004
85,12149,NORDESTE,ALAGOAS,2.089,2004-06-02,2004
86,12150,NORDESTE,BAHIA,2.044,2004-06-02,2004
87,12171,SUL,SANTA CATARINA,2.08,2004-06-02,2004
88,12170,SUL,RIO GRANDE DO SUL,2.157,2004-06-02,2004
89,12169,SUL,PARANA,1.993,2004-06-02,2004
90,12168,SUDESTE,SAO PAULO,1.912,2004-06-02,2004
91,12167,SUDESTE,RIO DE JANEIRO,2.053,2004-06-02,2004
92,12166,SUDESTE,MINAS GERAIS,1.995,2004-06-02,2004
93,12165,SUDESTE,ESPIRITO SANTO,2.033,2004-06-02,2004
94,12164,NORTE,TOCANTINS,2.107,2004-06-02,2004
95,12163,NORTE,RORAIMA,1.995,2004-06-02,2004
96,12162,NORTE,RONDONIA,2.336,2004-06-02,2004
97,12161,NORTE,PARA,2.328,2004-06-02,2004
98,12160,NORTE,AMAZONAS,2.044,2004-06-02,2004
99,12159,NORTE,AMAPA,2.291,2004-06-02,2004
100,12158,NORTE,ACRE,2.435,2004-06-02,2004
101,12157,NORDESTE,SERGIPE,1.967,2004-06-02,2004
102,12156,NORDESTE,RIO GRANDE DO NORTE,1.951,2004-06-02,2004
103,12155,NORDESTE,PIAUI,2.097,2004-06-02,2004
104,12154,NORDESTE,PERNAMBUCO,1.966,2004-06-02,2004
105,12153,NORDESTE,PARAIBA,1.999,2004-06-02,2004
106,12152,NORDESTE,MARANHAO,2.075,2004-06-02,2004
107,12151,NORDESTE,CEARA,2.148,2004-06-02,2004
108,12192,SUDESTE,ESPIRITO SANTO,2.036,2004-06-09,2004
109,12193,SUDESTE,MINAS GERAIS,2.005,2004-06-09,2004
110,12194,SUDESTE,RIO DE JANEIRO,2.063,2004-06-09,2004
111,12198,SUL,SANTA CATARINA,2.085,2004-06-09,2004
112,12197,SUL,RIO GRANDE DO SUL,2.159,2004-06-09,2004
113,12196,SUL,PARANA,2.001,2004-06-09,2004
114,12195,SUDESTE,SAO PAULO,1.919,2004-06-09,2004
115,12191,NORTE,TOCANTINS,2.105,2004-06-09,2004
116,12190,NORTE,RORAIMA,1.995,2004-06-09,2004
117,12188,NORTE,PARA,2.35,2004-06-09,2004
118,12172,CENTRO OESTE,DISTRITO FEDERAL,2.054,2004-06-09,2004
119,12173,CENTRO OESTE,GOIAS,2.035,2004-06-09,2004
120,12174,CENTRO OESTE,MATO GROSSO,2.364,2004-06-09,2004
121,12189,NORTE,RONDONIA,2.337,2004-06-09,2004
122,12176,NORDESTE,ALAGOAS,2.089,2004-06-09,2004
123,12175,CENTRO OESTE,MATO GROSSO DO SUL,2.138,2004-06-09,2004
124,12178,NORDESTE,CEARA,2.147,2004-06-09,2004
125,12179,NORDESTE,MARANHAO,2.082,2004-06-09,2004
126,12180,NORDESTE,PARAIBA,1.999,2004-06-09,2004
127,12181,NORDESTE,PERNAMBUCO,2.014,2004-06-09,2004
128,12182,NORDESTE,PIAUI,2.12,2004-06-09,2004
129,12183,NORDESTE,RIO GRANDE DO NORTE,1.949,2004-06-09,2004
130,12184,NORDESTE,SERGIPE,1.988,2004-06-09,2004
131,12185,NORTE,ACRE,2.437,2004-06-09,2004
132,12186,NORTE,AMAPA,2.337,2004-06-09,2004
133,12187,NORTE,AMAZONAS,2.059,2004-06-09,2004
134,12177,NORDESTE,BAHIA,2.064,2004-06-09,2004
135,12218,NORTE,TOCANTINS,2.151,2004-06-16,2004
136,12207,NORDESTE,PARAIBA,2.026,2004-06-16,2004
137,12208,NORDESTE,PERNAMBUCO,2.031,2004-06-16,2004
138,12209,NORDESTE,PIAUI,2.141,2004-06-16,2004
139,12210,NORDESTE,RIO GRANDE DO NORTE,2.039,2004-06-16,2004
140,12211,NORDESTE,SERGIPE,2.007,2004-06-16,2004
141,12212,NORTE,ACRE,2.437,2004-06-16,2004
142,12213,NORTE,AMAPA,2.376,2004-06-16,2004
143,12214,NORTE,AMAZONAS,2.061,2004-06-16,2004
144,12216,NORTE,RONDONIA,2.349,2004-06-16,2004
145,12217,NORTE,RORAIMA,2.009,2004-06-16,2004
146,12219,SUDESTE,ESPIRITO SANTO,2.051,2004-06-16,2004
147,12220,SUDESTE,MINAS GERAIS,2.032,2004-06-16,2004
148,12215,NORTE,PARA,2.373,2004-06-16,2004
149,12202,CENTRO OESTE,MATO GROSSO DO SUL,2.161,2004-06-16,2004
150,12221,SUDESTE,RIO DE JANEIRO,2.085,2004-06-16,2004
151,12222,SUDESTE,SAO PAULO,1.958,2004-06-16,2004
152,12223,SUL,PARANA,2.06,2004-06-16,2004
153,12224,SUL,RIO GRANDE DO SUL,2.223,2004-06-16,2004
154,12204,NORDESTE,BAHIA,2.095,2004-06-16,2004
155,12203,NORDESTE,ALAGOAS,2.119,2004-06-16,2004
156,12201,CENTRO OESTE,MATO GROSSO,2.413,2004-06-16,2004
157,12200,CENTRO OESTE,GOIAS,2.051,2004-06-16,2004
158,12199,CENTRO OESTE,DISTRITO FEDERAL,2.037,2004-06-16,2004
159,12225,SUL,SANTA CATARINA,2.123,2004-06-16,2004
160,12205,NORDESTE,CEARA,2.194,2004-06-16,2004
161,12206,NORDESTE,MARANHAO,2.1,2004-06-16,2004
162,12252,SUL,SANTA CATARINA,2.195,2004-06-23,2004
163,12244,NORTE,RORAIMA,2.076,2004-06-23,2004
164,12250,SUL,PARANA,2.123,2004-06-23,2004
165,12251,SUL,RIO GRANDE DO SUL,2.316,2004-06-23,2004
166,12238,NORDESTE,SERGIPE,2.1,2004-06-23,2004
167,12237,NORDESTE,RIO GRANDE DO NORTE,2.151,2004-06-23,2004
168,12236,NORDESTE,PIAUI,2.212,2004-06-23,2004
169,12235,NORDESTE,PERNAMBUCO,2.118,2004-06-23,2004
170,12226,CENTRO OESTE,DISTRITO FEDERAL,2.096,2004-06-23,2004
171,12227,CENTRO OESTE,GOIAS,2.113,2004-06-23,2004
172,12229,CENTRO OESTE,MATO GROSSO DO SUL,2.25,2004-06-23,2004
173,12230,NORDESTE,ALAGOAS,2.223,2004-06-23,2004
174,12231,NORDESTE,BAHIA,2.209,2004-06-23,2004
175,12232,NORDESTE,CEARA,2.281,2004-06-23,2004
176,12233,NORDESTE,MARANHAO,2.196,2004-06-23,2004
177,12234,NORDESTE,PARAIBA,2.1,2004-06-23,2004
178,12228,CENTRO OESTE,MATO GROSSO,2.496,2004-06-23,2004
179,12249,SUDESTE,SAO PAULO,2.036,2004-06-23,2004
180,12248,SUDESTE,RIO DE JANEIRO,2.152,2004-06-23,2004
181,12247,SUDESTE,MINAS GERAIS,2.104,2004-06-23,2004
182,12246,SUDESTE,ESPIRITO SANTO,2.176,2004-06-23,2004
183,12245,NORTE,TOCANTINS,2.194,2004-06-23,2004
184,12243,NORTE,RONDONIA,2.46,2004-06-23,2004
185,12242,NORTE,PARA,2.443,2004-06-23,2004
186,12241,NORTE,AMAZONAS,2.187,2004-06-23,2004
187,12240,NORTE,AMAPA,2.395,2004-06-23,2004
188,12239,NORTE,ACRE,2.482,2004-06-23,2004
189,12253,CENTRO OESTE,DISTRITO FEDERAL,2.093,2004-06-30,2004
190,12254,CENTRO OESTE,GOIAS,2.093,2004-06-30,2004
191,12255,CENTRO OESTE,MATO GROSSO,2.508,2004-06-30,2004
192,12256,CENTRO OESTE,MATO GROSSO DO SUL,2.257,2004-06-30,2004
193,12257,NORDESTE,ALAGOAS,2.216,2004-06-30,2004
194,12258,NORDESTE,BAHIA,2.212,2004-06-30,2004
195,12259,NORDESTE,CEARA,2.28,2004-06-30,2004
196,12260,NORDESTE,MARANHAO,2.194,2004-06-30,2004
197,12261,NORDESTE,PARAIBA,2.097,2004-06-30,2004
198,12262,NORDESTE,PERNAMBUCO,2.099,2004-06-30,2004
199,12263,NORDESTE,PIAUI,2.213,2004-06-30,2004
200,12264,NORDESTE,RIO GRANDE DO NORTE,2.139,2004-06-30,2004
201,12278,SUL,RIO GRANDE DO SUL,2.289,2004-06-30,2004
202,12277,SUL,PARANA,2.109,2004-06-30,2004
203,12276,SUDESTE,SAO PAULO,2.033,2004-06-30,2004
204,12279,SUL,SANTA CATARINA,2.191,2004-06-30,2004
205,12274,SUDESTE,MINAS GERAIS,2.102,2004-06-30,2004
206,12275,SUDESTE,RIO DE JANEIRO,2.151,2004-06-30,2004
207,12266,NORTE,ACRE,2.51,2004-06-30,2004
208,12267,NORTE,AMAPA,2.413,2004-06-30,2004
209,12265,NORDESTE,SERGIPE,2.097,2004-06-30,2004
210,12269,NORTE,PARA,2.441,2004-06-30,2004
211,12270,NORTE,RONDONIA,2.445,2004-06-30,2004
212,12271,NORTE,RORAIMA,2.076,2004-06-30,2004
213,12272,NORTE,TOCANTINS,2.216,2004-06-30,2004
214,12273,SUDESTE,ESPIRITO SANTO,2.155,2004-06-30,2004
215,12268,NORTE,AMAZONAS,2.188,2004-06-30,2004
216,12301,SUDESTE,MINAS GERAIS,2.104,2004-07-07,2004
217,12306,SUL,SANTA CATARINA,2.188,2004-07-07,2004
218,12305,SUL,RIO GRANDE DO SUL,2.281,2004-07-07,2004
219,12304,SUL,PARANA,2.104,2004-07-07,2004
220,12303,SUDESTE,SAO PAULO,2.032,2004-07-07,2004
221,12302,SUDESTE,RIO DE JANEIRO,2.152,2004-07-07,2004
222,12300,SUDESTE,ESPIRITO SANTO,2.153,2004-07-07,2004
223,12289,NORDESTE,PERNAMBUCO,2.092,2004-07-07,2004
224,12298,NORTE,RORAIMA,2.112,2004-07-07,2004
225,12280,CENTRO OESTE,DISTRITO FEDERAL,2.082,2004-07-07,2004
226,12281,CENTRO OESTE,GOIAS,2.085,2004-07-07,2004
227,12282,CENTRO OESTE,MATO GROSSO,2.515,2004-07-07,2004
228,12283,CENTRO OESTE,MATO GROSSO DO SUL,2.263,2004-07-07,2004
229,12285,NORDESTE,BAHIA,2.21,2004-07-07,2004
230,12286,NORDESTE,CEARA,2.276,2004-07-07,2004
231,12287,NORDESTE,MARANHAO,2.193,2004-07-07,2004
232,12299,NORTE,TOCANTINS,2.215,2004-07-07,2004
233,12288,NORDESTE,PARAIBA,2.092,2004-07-07,2004
234,12291,NORDESTE,RIO GRANDE DO NORTE,2.129,2004-07-07,2004
235,12292,NORDESTE,SERGIPE,2.1,2004-07-07,2004
236,12293,NORTE,ACRE,2.522,2004-07-07,2004
237,12294,NORTE,AMAPA,2.412,2004-07-07,2004
238,12295,NORTE,AMAZONAS,2.193,2004-07-07,2004
239,12296,NORTE,PARA,2.433,2004-07-07,2004
240,12297,NORTE,RONDONIA,2.453,2004-07-07,2004
241,12290,NORDESTE,PIAUI,2.211,2004-07-07,2004
242,12284,NORDESTE,ALAGOAS,2.213,2004-07-07,2004
243,12308,CENTRO OESTE,GOIAS,2.074,2004-07-14,2004
244,12307,CENTRO OESTE,DISTRITO FEDERAL,1.981,2004-07-14,2004
245,12327,SUDESTE,ESPIRITO SANTO,2.147,2004-07-14,2004
246,12324,NORTE,RONDONIA,2.459,2004-07-14,2004
247,12325,NORTE,RORAIMA,2.088,2004-07-14,2004
248,12326,NORTE,TOCANTINS,2.213,2004-07-14,2004
249,12321,NORTE,AMAPA,2.412,2004-07-14,2004
250,12328,SUDESTE,MINAS GERAIS,2.103,2004-07-14,2004
251,12329,SUDESTE,RIO DE JANEIRO,2.15,2004-07-14,2004
252,12330,SUDESTE,SAO PAULO,2.03,2004-07-14,2004
253,12331,SUL,PARANA,2.096,2004-07-14,2004
254,12332,SUL,RIO GRANDE DO SUL,2.279,2004-07-14,2004
255,12333,SUL,SANTA CATARINA,2.187,2004-07-14,2004
256,12320,NORTE,ACRE,2.516,2004-07-14,2004
257,12319,NORDESTE,SERGIPE,2.105,2004-07-14,2004
258,12323,NORTE,PARA,2.419,2004-07-14,2004
259,12318,NORDESTE,RIO GRANDE DO NORTE,2.112,2004-07-14,2004
260,12316,NORDESTE,PERNAMBUCO,2.123,2004-07-14,2004
261,12315,NORDESTE,PARAIBA,2.099,2004-07-14,2004
262,12314,NORDESTE,MARANHAO,2.187,2004-07-14,2004
263,12313,NORDESTE,CEARA,2.264,2004-07-14,2004
264,12312,NORDESTE,BAHIA,2.214,2004-07-14,2004
265,12311,NORDESTE,ALAGOAS,2.21,2004-07-14,2004
266,12310,CENTRO OESTE,MATO GROSSO DO SUL,2.269,2004-07-14,2004
267,12309,CENTRO OESTE,MATO GROSSO,2.509,2004-07-14,2004
268,12317,NORDESTE,PIAUI,2.206,2004-07-14,2004
269,12322,NORTE,AMAZONAS,2.194,2004-07-14,2004
270,12344,NORDESTE,PIAUI,2.206,2004-07-21,2004
271,12343,NORDESTE,PERNAMBUCO,2.098,2004-07-21,2004
272,12342,NORDESTE,PARAIBA,2.077,2004-07-21,2004
273,12341,NORDESTE,MARANHAO,2.187,2004-07-21,2004
274,12340,NORDESTE,CEARA,2.251,2004-07-21,2004
275,12339,NORDESTE,BAHIA,2.211,2004-07-21,2004
276,12338,NORDESTE,ALAGOAS,2.206,2004-07-21,2004
277,12337,CENTRO OESTE,MATO GROSSO DO SUL,2.268,2004-07-21,2004
278,12336,CENTRO OESTE,MATO GROSSO,2.511,2004-07-21,2004
279,12345,NORDESTE,RIO GRANDE DO NORTE,2.099,2004-07-21,2004
280,12346,NORDESTE,SERGIPE,2.103,2004-07-21,2004
281,12348,NORTE,AMAPA,2.4,2004-07-21,2004
282,12360,SUL,SANTA CATARINA,2.186,2004-07-21,2004
283,12359,SUL,RIO GRANDE DO SUL,2.277,2004-07-21,2004
284,12358,SUL,PARANA,2.091,2004-07-21,2004
285,12357,SUDESTE,SAO PAULO,2.03,2004-07-21,2004
286,12356,SUDESTE,RIO DE JANEIRO,2.154,2004-07-21,2004
287,12355,SUDESTE,MINAS GERAIS,2.102,2004-07-21,2004
288,12354,SUDESTE,ESPIRITO SANTO,2.133,2004-07-21,2004
289,12353,NORTE,TOCANTINS,2.22,2004-07-21,2004
290,12352,NORTE,RORAIMA,2.076,2004-07-21,2004
291,12351,NORTE,RONDONIA,2.46,2004-07-21,2004
292,12350,NORTE,PARA,2.42,2004-07-21,2004
293,12349,NORTE,AMAZONAS,2.196,2004-07-21,2004
294,12347,NORTE,ACRE,2.538,2004-07-21,2004
295,12335,CENTRO OESTE,GOIAS,2.097,2004-07-21,2004
296,12334,CENTRO OESTE,DISTRITO FEDERAL,1.936,2004-07-21,2004
297,12378,NORTE,RONDONIA,2.458,2004-07-28,2004
298,12387,SUL,SANTA CATARINA,2.185,2004-07-28,2004
299,12376,NORTE,AMAZONAS,2.196,2004-07-28,2004
300,12375,NORTE,AMAPA,2.401,2004-07-28,2004
301,12374,NORTE,ACRE,2.545,2004-07-28,2004
302,12373,NORDESTE,SERGIPE,2.103,2004-07-28,2004
303,12372,NORDESTE,RIO GRANDE DO NORTE,2.099,2004-07-28,2004
304,12380,NORTE,TOCANTINS,2.222,2004-07-28,2004
305,12381,SUDESTE,ESPIRITO SANTO,2.129,2004-07-28,2004
306,12382,SUDESTE,MINAS GERAIS,2.102,2004-07-28,2004
307,12383,SUDESTE,RIO DE JANEIRO,2.157,2004-07-28,2004
308,12384,SUDESTE,SAO PAULO,2.028,2004-07-28,2004
309,12385,SUL,PARANA,2.11,2004-07-28,2004
310,12386,SUL,RIO GRANDE DO SUL,2.275,2004-07-28,2004
311,12371,NORDESTE,PIAUI,2.203,2004-07-28,2004
312,12370,NORDESTE,PERNAMBUCO,2.079,2004-07-28,2004
313,12379,NORTE,RORAIMA,2.111,2004-07-28,2004
314,12377,NORTE,PARA,2.417,2004-07-28,2004
315,12369,NORDESTE,PARAIBA,2.067,2004-07-28,2004
316,12368,NORDESTE,MARANHAO,2.183,2004-07-28,2004
317,12366,NORDESTE,BAHIA,2.212,2004-07-28,2004
318,12365,NORDESTE,ALAGOAS,2.206,2004-07-28,2004
319,12367,NORDESTE,CEARA,2.244,2004-07-28,2004
320,12363,CENTRO OESTE,MATO GROSSO,2.518,2004-07-28,2004
321,12362,CENTRO OESTE,GOIAS,2.109,2004-07-28,2004
322,12361,CENTRO OESTE,DISTRITO FEDERAL,2.116,2004-07-28,2004
323,12364,CENTRO OESTE,MATO GROSSO DO SUL,2.267,2004-07-28,2004
324,12397,NORDESTE,PERNAMBUCO,2.07,2004-08-04,2004
325,12403,NORTE,AMAZONAS,2.199,2004-08-04,2004
326,12402,NORTE,AMAPA,2.376,2004-08-04,2004
327,12401,NORTE,ACRE,2.54,2004-08-04,2004
328,12400,NORDESTE,SERGIPE,2.103,2004-08-04,2004
329,12398,NORDESTE,PIAUI,2.203,2004-08-04,2004
330,12396,NORDESTE,PARAIBA,2.075,2004-08-04,2004
331,12388,CENTRO OESTE,DISTRITO FEDERAL,2.135,2004-08-04,2004
332,12394,NORDESTE,CEARA,2.287,2004-08-04,2004
333,12393,NORDESTE,BAHIA,2.21,2004-08-04,2004
334,12392,NORDESTE,ALAGOAS,2.217,2004-08-04,2004
335,12391,CENTRO OESTE,MATO GROSSO DO SUL,2.289,2004-08-04,2004
336,12390,CENTRO OESTE,MATO GROSSO,2.52,2004-08-04,2004
337,12389,CENTRO OESTE,GOIAS,2.12,2004-08-04,2004
338,12395,NORDESTE,MARANHAO,2.18,2004-08-04,2004
339,12404,NORTE,PARA,2.418,2004-08-04,2004
340,12405,NORTE,RONDONIA,2.47,2004-08-04,2004
341,12407,NORTE,TOCANTINS,2.233,2004-08-04,2004
342,12408,SUDESTE,ESPIRITO SANTO,2.129,2004-08-04,2004
343,12409,SUDESTE,MINAS GERAIS,2.111,2004-08-04,2004
344,12410,SUDESTE,RIO DE JANEIRO,2.162,2004-08-04,2004
345,12411,SUDESTE,SAO PAULO,2.03,2004-08-04,2004
346,12412,SUL,PARANA,2.117,2004-08-04,2004
347,12413,SUL,RIO GRANDE DO SUL,2.281,2004-08-04,2004
348,12414,SUL,SANTA CATARINA,2.188,2004-08-04,2004
349,12406,NORTE,RORAIMA,2.083,2004-08-04,2004
350,12399,NORDESTE,RIO GRANDE DO NORTE,2.097,2004-08-04,2004
351,12433,NORTE,RORAIMA,2.136,2004-08-11,2004
352,12434,NORTE,TOCANTINS,2.263,2004-08-11,2004
353,12415,CENTRO OESTE,DISTRITO FEDERAL,2.117,2004-08-11,2004
354,12436,SUDESTE,MINAS GERAIS,2.122,2004-08-11,2004
355,12437,SUDESTE,RIO DE JANEIRO,2.171,2004-08-11,2004
356,12435,SUDESTE,ESPIRITO SANTO,2.13,2004-08-11,2004
357,12429,NORTE,AMAPA,2.401,2004-08-11,2004
358,12431,NORTE,PARA,2.424,2004-08-11,2004
359,12432,NORTE,RONDONIA,2.462,2004-08-11,2004
360,12438,SUDESTE,SAO PAULO,2.034,2004-08-11,2004
361,12439,SUL,PARANA,2.16,2004-08-11,2004
362,12441,SUL,SANTA CATARINA,2.201,2004-08-11,2004
363,12440,SUL,RIO GRANDE DO SUL,2.292,2004-08-11,2004
364,12428,NORTE,ACRE,2.541,2004-08-11,2004
365,12416,CENTRO OESTE,GOIAS,2.133,2004-08-11,2004
366,12427,NORDESTE,SERGIPE,2.119,2004-08-11,2004
367,12430,NORTE,AMAZONAS,2.205,2004-08-11,2004
368,12425,NORDESTE,PIAUI,2.208,2004-08-11,2004
369,12426,NORDESTE,RIO GRANDE DO NORTE,2.105,2004-08-11,2004
370,12417,CENTRO OESTE,MATO GROSSO,2.531,2004-08-11,2004
371,12418,CENTRO OESTE,MATO GROSSO DO SUL,2.315,2004-08-11,2004
372,12419,NORDESTE,ALAGOAS,2.215,2004-08-11,2004
373,12420,NORDESTE,BAHIA,2.221,2004-08-11,2004
374,12421,NORDESTE,CEARA,2.29,2004-08-11,2004
375,12422,NORDESTE,MARANHAO,2.182,2004-08-11,2004
376,12423,NORDESTE,PARAIBA,2.081,2004-08-11,2004
377,12424,NORDESTE,PERNAMBUCO,2.148,2004-08-11,2004
378,12467,SUL,RIO GRANDE DO SUL,2.289,2004-08-18,2004
379,12466,SUL,PARANA,2.162,2004-08-18,2004
380,12465,SUDESTE,SAO PAULO,2.036,2004-08-18,2004
381,12464,SUDESTE,RIO DE JANEIRO,2.178,2004-08-18,2004
382,12463,SUDESTE,MINAS GERAIS,2.126,2004-08-18,2004
383,12462,SUDESTE,ESPIRITO SANTO,2.131,2004-08-18,2004
384,12461,NORTE,TOCANTINS,2.284,2004-08-18,2004
385,12460,NORTE,RORAIMA,2.138,2004-08-18,2004
386,12468,SUL,SANTA CATARINA,2.207,2004-08-18,2004
387,12456,NORTE,AMAPA,2.403,2004-08-18,2004
388,12458,NORTE,PARA,2.423,2004-08-18,2004
389,12442,CENTRO OESTE,DISTRITO FEDERAL,2.12,2004-08-18,2004
390,12443,CENTRO OESTE,GOIAS,2.14,2004-08-18,2004
391,12444,CENTRO OESTE,MATO GROSSO,2.548,2004-08-18,2004
392,12445,CENTRO OESTE,MATO GROSSO DO SUL,2.317,2004-08-18,2004
393,12446,NORDESTE,ALAGOAS,2.209,2004-08-18,2004
394,12448,NORDESTE,CEARA,2.284,2004-08-18,2004
395,12449,NORDESTE,MARANHAO,2.188,2004-08-18,2004
396,12450,NORDESTE,PARAIBA,2.094,2004-08-18,2004
397,12451,NORDESTE,PERNAMBUCO,2.148,2004-08-18,2004
398,12452,NORDESTE,PIAUI,2.213,2004-08-18,2004
399,12453,NORDESTE,RIO GRANDE DO NORTE,2.11,2004-08-18,2004
400,12454,NORDESTE,SERGIPE,2.125,2004-08-18,2004
401,12455,NORTE,ACRE,2.549,2004-08-18,2004
402,12457,NORTE,AMAZONAS,2.234,2004-08-18,2004
403,12459,NORTE,RONDONIA,2.469,2004-08-18,2004
404,12447,NORDESTE,BAHIA,2.227,2004-08-18,2004
405,12495,SUL,SANTA CATARINA,2.207,2004-08-25,2004
406,12494,SUL,RIO GRANDE DO SUL,2.283,2004-08-25,2004
407,12493,SUL,PARANA,2.16,2004-08-25,2004
408,12477,NORDESTE,PARAIBA,2.091,2004-08-25,2004
